id,value,name,isParent
1703,370700,潍坊市本级,False
1705,370702,潍城区,False
1707,370703,寒亭区,False
1709,370704,坊子区,False
1711,370705,奎文区,False
1713,370724,临朐县,False
1715,370725,昌乐县,False
1717,370781,青州市,False
1719,370782,诸城市,False
1721,370783,寿光市,False
1663,370500,东营市本级,False
1665,370502,东营区,False
1667,370503,河口区,False
1669,370521,垦利县,False
1671,370522,利津县,False
1673,370523,广饶县,False
1723,370784,安丘市,False
1725,370785,高密市,False
1727,370786,昌邑市,False
1730,370800,济宁市本级,False
1732,370802,市中区,False
1734,370811,任城区,False
1736,370826,微山县,False
1738,370827,鱼台县,False
1740,370828,金乡县,False
1742,370829,嘉祥县,False
1744,370830,汶上县,False
1746,370831,泗水县,False
1748,370832,梁山县,False
1750,370881,曲阜市,False
1752,370882,兖州市,False
1754,370883,邹城市,False
1602,370200,青岛市本级,False
1604,370202,市南区,False
1606,370203,市北区,False
1608,370205,四方区,False
1610,370211,黄岛区,False
1612,370212,崂山区,False
1614,370213,李沧区,False
1616,370214,城阳区,False
1618,370281,胶州市,False
1620,370282,即墨市,False
1622,370283,平度市,False
1624,370284,胶南市,False
1626,370285,莱西市,False
1648,370400,枣庄市本级,False
1650,370402,市中区,False
1652,370403,薛城区,False
1654,370404,峄城区,False
1656,370405,台儿庄区,False
1658,370406,山亭区,False
1660,370481,滕州市,False
2751,431200,怀化市本级,False
2753,431202,鹤城区,False
2755,431221,中方县,False
2757,431222,沅陵县,False
2759,431223,辰溪县,False
2761,431224,溆浦县,False
2763,431225,会同县,False
2765,431226,麻阳苗族自治县,False
2767,431227,新晃侗族自治县,False
2769,431228,芷江侗族自治县,False
2771,431229,靖州苗族侗族自治县,False
2773,431230,通道侗族自治县,False
2775,431281,洪江市,False
1579,370100,济南市本级,False
1581,370102,历下区,False
1583,370103,市中区,False
1585,370104,槐荫区,False
1587,370105,天桥区,False
1589,370112,历城区,False
1591,370113,长清区,False
1593,370124,平阴县,False
1595,370125,济阳县,False
1597,370126,商河县,False
1599,370181,章丘市,False
2726,431100,永州市本级,False
2728,431102,零陵区,False
2730,431103,冷水滩区,False
2732,431121,祁阳县,False
2734,431122,东安县,False
2736,431123,双牌县,False
